Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JJ,1598548662767,3,7726,7397,23180,0.0,0,0,0,6946,1,SUCCESS,23180,afdcX_4vRH6Ussd0mbg5LQ
Karl-NAB,1598782840984,3,7814,7399,23442,0.0,0,0,0,7205,2,SUCCESS,23442,4vOOxLIsSjeL2WFaO5o_fQ
IcePandaBoom,1597526465630,3,8317,7882,24952,0.0,0,0,0,68,3,SUCCESS,24952,
PolishThunder,1598008639167,3,8434,7766,25303,0.0,0,0,0,4387,4,SUCCESS,25303,
OneDudeDesign,1598719023842,3,8495,7805,25485,0.0,0,0,0,3521,5,SUCCESS,25485,tLd0GWYiT0qzqq6YRFVXhg
MiLKB,1598635745655,3,8696,8152,26088,0.0,0,0,0,5481,6,SUCCESS,26088,8KL8u0H3RIWxgP14x_RC6w
X-DENSO,1596447995506,3,8859,8263,26579,0.0,0,0,0,1902,7,SUCCESS,26579,
Cindy-DBS,1597805559182,3,9029,8473,27087,0.0,0,0,0,428,8,SUCCESS,27087,
kimmizian,1596928283392,3,9046,8062,27138,0.0,0,0,0,6872,9,SUCCESS,27138,t6NwFsqgS4mYnFeR3KVxsg
Duckworth,1596555678331,3,9281,8465,27845,0.0,0,0,0,3,10,SUCCESS,27845,
JonathanRacer,1598629642567,3,9344,8861,28033,0.0,0,0,0,2039,11,SUCCESS,28033,nya9ln7uRZ6yFkb9tRzrOw
YMZK-DENSO,1597297914542,3,9360,8659,28081,0.0,0,0,0,4400,12,SUCCESS,28081,recf4re8RCusZsfmkza94w
OscarIVECloud,1597513998942,3,9380,9264,28141,0.0,0,0,0,807,13,SUCCESS,28141,
KevinS,1598874759078,3,9391,8943,28173,0.0,0,0,0,597,14,SUCCESS,28173,hQPnx_a6SEaUvBUoWvta1g
alexj,1597526844959,3,9441,9077,28324,0.0,0,0,0,39,15,SUCCESS,28324,
Swashes,1598446249549,3,9471,8727,28413,0.0,0,0,0,9,16,SUCCESS,28413,
Garage-ISEP,1596269532508,3,9563,9205,28689,0.0,0,0,0,1,17,SUCCESS,28689,
satussy777,1597796989728,3,9618,9020,28854,0.0,0,0,0,85,18,SUCCESS,28854,AsxieXc7Q-avC5nuCaaSsw
London-1-Racers,1598706737062,3,9636,8537,28908,0.0,0,0,0,103,19,SUCCESS,28908,DZAYqyd-Tp6eE15IopWCgQ
UNO-DENSO,1597001424057,3,9733,9314,29199,0.0,0,0,0,527,20,SUCCESS,29199,
